id,time,values
5,19:18:42,897.8
1,19:18:43,147.6
2,19:18:43,2377.6
3,19:18:43,2811.4
4,19:18:43,1549.8
5,19:18:43,239.8
1,19:18:44,544.8
2,19:18:44,395.8
3,19:18:44,1596.2
4,19:18:44,202
5,19:18:44,1534.6
1,19:18:45,2774.4
2,19:18:45,2468.8
3,19:18:45,233.8
4,19:18:45,385.2
5,19:18:45,1023
1,19:18:46,175
2,19:18:46,2094
3,19:18:46,326.8
4,19:18:46,1335.6
5,19:18:46,986.6
1,19:18:47,2450.4
2,19:18:47,315.2
3,19:18:47,842
4,19:18:47,2039.6
5,19:18:47,2832.2
1,19:18:48,1290.8
2,19:18:48,1814.2
3,19:18:48,2510.6
4,19:18:48,792.8
5,19:18:48,341.8
1,19:18:49,276.8
2,19:18:49,1733.8
3,19:18:49,60.8
4,19:18:49,471.4
5,19:18:49,1694.2
1,19:18:50,1833.2
2,19:18:50,2632.2
3,19:18:50,484.8
4,19:18:50,1957.4
5,19:18:50,2811.2
1,19:18:51,1300.8
2,19:18:51,2806.2
3,19:18:51,156.6
4,19:18:51,180.2
5,19:18:51,1605.8
1,19:18:52,186.6
2,19:18:52,2532.4
3,19:18:52,2992
4,19:18:52,1753.6
5,19:18:52,1773.4
1,19:18:53,2045.4
2,19:18:53,10.4
3,19:18:53,2833
4,19:18:53,520.4
5,19:18:53,343.8
1,19:18:54,2564.6
2,19:18:54,2607.6
3,19:18:54,1946.4
4,19:18:54,2484
5,19:18:54,2146.2
1,19:18:55,1691.8
2,19:18:55,1450.8
3,19:18:55,92
4,19:18:55,2394.4
5,19:18:55,1926.4
1,19:18:56,2961.8
2,19:18:56,2034
3,19:18:56,319.6
4,19:18:56,2226.4
5,19:18:56,701
1,19:18:57,40.2
2,19:18:57,303.8
3,19:18:57,1487.2
4,19:18:57,1051.4
5,19:18:57,1162
1,19:18:58,1728
2,19:18:58,563
3,19:18:58,1972.2
4,19:18:58,211.8
5,19:18:58,1613.6
1,19:18:59,967.8
2,19:18:59,75
3,19:18:59,1717.8
4,19:18:59,1984.2
5,19:18:59,60
1,19:19:00,447.2
2,19:19:00,1340.6
3,19:19:00,1373.2
4,19:19:00,2549.2
5,19:19:00,1818.4
1,19:19:01,38.8
2,19:19:01,991.8
3,19:19:01,704.2
4,19:19:01,1884.2
5,19:19:01,1599
1,19:19:02,1433.6
2,19:19:02,1061
3,19:19:02,1769.6
4,19:19:02,726.6
5,19:19:02,2745.8
1,19:19:03,2792.6
2,19:19:03,523.4
3,19:19:03,1847.2
4,19:19:03,2764.8
5,19:19:03,1669.6
1,19:19:04,950.2
2,19:19:04,2390.2
3,19:19:04,1740
4,19:19:04,178.8
5,19:19:04,1159.4
1,19:19:05,2892.4
2,19:19:05,2058.2
3,19:19:05,2108.2
4,19:19:05,2542.8
5,19:19:05,1847
1,19:19:06,1853.4
2,19:19:06,594.2
3,19:19:06,1687.2
4,19:19:06,1163.2
5,19:19:06,2896
1,19:19:07,790.2
2,19:19:07,2699.2
3,19:19:07,58.4
4,19:19:07,2501
5,19:19:07,2767
1,19:19:08,1811
2,19:19:08,480.8
3,19:19:08,1440
4,19:19:08,1444.2
5,19:19:08,1595
1,19:19:09,2522.6
2,19:19:09,605.8
3,19:19:09,932.4
4,19:19:09,1124.6
5,19:19:09,1945
1,19:19:10,1918.2
2,19:19:10,1311.8
3,19:19:10,301.8
4,19:19:10,400
5,19:19:10,1836.4
1,19:19:11,2912.4
2,19:19:11,2669.6
3,19:19:11,216
4,19:19:11,2931.2
5,19:19:11,1208.6
1,19:19:12,606.6
2,19:19:12,333
3,19:19:12,2661.4
4,19:19:12,1283.6
5,19:19:12,1440.8
1,19:19:13,2274.2
2,19:19:13,598.6
3,19:19:13,1126
4,19:19:13,2735.6
5,19:19:13,2869.4
1,19:19:14,225.6
2,19:19:14,1307.8
3,19:19:14,2691
4,19:19:14,1338.4
5,19:19:14,823.6
1,19:19:15,717.6
2,19:19:15,2152
3,19:19:15,365.8
4,19:19:15,1152.4
5,19:19:15,293.4
1,19:19:16,1967.2
2,19:19:16,30.8
3,19:19:16,2523.8
4,19:19:16,1987.2
5,19:19:16,2259.6
1,19:19:17,2838.8
2,19:19:17,54.4
3,19:19:17,1054.8
4,19:19:17,1500.2
5,19:19:17,848.8
1,19:19:18,1106.8
2,19:19:18,1071.4
3,19:19:18,2817
4,19:19:18,1823.6
5,19:19:18,2209.6
1,19:19:19,1361.6
2,19:19:19,92.2
3,19:19:19,1052.6
4,19:19:19,427.8
5,19:19:19,1013.4
1,19:19:20,852.8
2,19:19:20,1651.6
3,19:19:20,2370.2
4,19:19:20,35.2
5,19:19:20,2379.4
1,19:19:21,9.2
2,19:19:21,135.8
3,19:19:21,2185
4,19:19:21,1720.2
5,19:19:21,501.4
1,19:19:22,1182.8
2,19:19:22,2248.8
3,19:19:22,1910
4,19:19:22,1166.4
5,19:19:22,1609.2
1,19:19:23,1930.8
2,19:19:23,2308.8
3,19:19:23,1207
4,19:19:23,1424.2
5,19:19:23,1837
1,19:19:24,258
2,19:19:24,587
3,19:19:24,1047.6
4,19:19:24,1948.6
5,19:19:24,183.6
1,19:19:25,1607.4
2,19:19:25,1504.6
3,19:19:25,2447.8
4,19:19:25,2869
5,19:19:25,901.8
1,19:19:26,1152.2
2,19:19:26,19.2
3,19:19:26,2437.4
4,19:19:26,1226.6
5,19:19:26,1002.4
1,19:19:27,701.6
2,19:19:27,1915.4
3,19:19:27,1248.6
4,19:19:27,1196.6
5,19:19:27,1705.8
1,19:19:28,146.6
2,19:19:28,921.4
3,19:19:28,2912.4
4,19:19:28,2110.4
5,19:19:28,1101.8
1,19:19:29,1650
2,19:19:29,790.4
3,19:19:29,2593.4
4,19:19:29,2395.2
5,19:19:29,859.4
1,19:19:30,839.4
2,19:19:30,2874.8
3,19:19:30,74.4
4,19:19:30,1144.6
5,19:19:30,1697
1,19:19:31,2413.8
2,19:19:31,1943.2
3,19:19:31,380
4,19:19:31,1757.6
5,19:19:31,99.8
1,19:19:32,1287.8
2,19:19:32,249.2
3,19:19:32,128.2
4,19:19:32,2819.2
5,19:19:32,2441
1,19:19:33,2269.2
2,19:19:33,2842.2
3,19:19:33,339.4
4,19:19:33,2840.8
5,19:19:33,729
1,19:19:34,1413.2
2,19:19:34,1908.6
3,19:19:34,503.8
4,19:19:34,1471.4
5,19:19:34,547.8
1,19:19:35,576
2,19:19:35,981.4
3,19:19:35,144.2
4,19:19:35,1611.2
5,19:19:35,981.4
1,19:19:36,2477.8
2,19:19:36,238.2
3,19:19:36,1845.6
4,19:19:36,616
5,19:19:36,1242.2
1,19:19:37,365.6
2,19:19:37,266.8
3,19:19:37,1490.4
4,19:19:37,2791.8
5,19:19:37,1478.2
1,19:19:38,831
2,19:19:38,708.6
3,19:19:38,1262.4
4,19:19:38,2652.6
5,19:19:38,640.6
1,19:19:39,2303.4
2,19:19:39,1489.2
3,19:19:39,2648.6
4,19:19:39,1154.4
5,19:19:39,1366.4
1,19:19:40,880.6
2,19:19:40,2253.6
3,19:19:40,568.2
4,19:19:40,977.2
5,19:19:40,1664.8
1,19:19:41,1085.2
2,19:19:41,1608
3,19:19:41,1835.8
4,19:19:41,2384
5,19:19:41,2336
1,19:19:42,2543.8
2,19:19:42,2764.2
3,19:19:42,2741.8
4,19:19:42,192.6
5,19:19:42,1639.8
1,19:19:43,1555
2,19:19:43,2578.4
3,19:19:43,905.6
4,19:19:43,2663.8
5,19:19:43,76.4
1,19:19:44,2545.6
2,19:19:44,2198.4
3,19:19:44,898.8
4,19:19:44,1050.2
5,19:19:44,1549.4
1,19:19:45,927.2
2,19:19:45,2348.8
3,19:19:45,1919.2
4,19:19:45,1220.4
5,19:19:45,2087.6
1,19:19:46,1174.8
2,19:19:46,139.2
3,19:19:46,709.8
4,19:19:46,1648.8
5,19:19:46,2479.2
1,19:19:47,2205
2,19:19:47,282.2
3,19:19:47,1656.6
4,19:19:47,1815.8
5,19:19:47,2358.4
1,19:19:48,880.6
2,19:19:48,488.6
3,19:19:48,1988.2
4,19:19:48,719
5,19:19:48,831.8
1,19:19:49,1212.6
2,19:19:49,1730.6
3,19:19:49,911
4,19:19:49,402.4
5,19:19:49,2656.4
1,19:19:50,1062.2
2,19:19:50,1966.6
3,19:19:50,139.8
4,19:19:50,1371.6
5,19:19:50,233.6
1,19:19:51,1393
2,19:19:51,2194.8
3,19:19:51,678.6
4,19:19:51,2393.8
5,19:19:51,2328.6
1,19:19:52,2392.8
2,19:19:52,503.2
3,19:19:52,131.2
4,19:19:52,847
5,19:19:52,1186.6
1,19:19:53,659.6
2,19:19:53,231.6
3,19:19:53,100.2
4,19:19:53,1128.2
5,19:19:53,1720.2
1,19:19:54,98.8
2,19:19:54,445.2
3,19:19:54,1546
4,19:19:54,2336.8
5,19:19:54,2932.8
1,19:19:55,2839.6
2,19:19:55,66.2
3,19:19:55,195.4
4,19:19:55,277.8
5,19:19:55,396
1,19:19:56,1877.4
2,19:19:56,1874.4
3,19:19:56,118.8
4,19:19:56,277
5,19:19:56,970.8
1,19:19:57,236.2
2,19:19:57,865.4
3,19:19:57,2731.2
4,19:19:57,981.8
5,19:19:57,877
1,19:19:58,1951
2,19:19:58,302.8
3,19:19:58,224.4
4,19:19:58,2666.4
5,19:19:58,2009.6
1,19:19:59,2170.8
2,19:19:59,1671.8
3,19:19:59,160.4
4,19:19:59,2158.8
5,19:19:59,834.2
1,19:20:00,2881.8
2,19:20:00,1111.2
3,19:20:00,1590.2
4,19:20:00,1996.6
5,19:20:00,84.8
1,19:20:01,1085.8
2,19:20:01,80.8
3,19:20:01,1228
4,19:20:01,1223.4
5,19:20:01,2679
1,19:20:02,539.8
2,19:20:02,0.6
3,19:20:02,2349.4
4,19:20:02,2393.4
5,19:20:02,77.6
1,19:20:03,1126.8
2,19:20:03,1660.4
3,19:20:03,777.8
4,19:20:03,2029.2
5,19:20:03,1104
1,19:20:04,2749.8
2,19:20:04,2069
3,19:20:04,1571.2
4,19:20:04,722.2
5,19:20:04,2160
1,19:20:05,435
2,19:20:05,2553.2
3,19:20:05,1070.8
4,19:20:05,1156.6
5,19:20:05,390.6
1,19:20:06,1756
2,19:20:06,2580.4
3,19:20:06,341.4
4,19:20:06,965.2
5,19:20:06,2073.8
1,19:20:07,1638
2,19:20:07,597.8
3,19:20:07,1624.2
4,19:20:07,383.2
5,19:20:07,2095.8
1,19:20:08,2307
2,19:20:08,501.6
3,19:20:08,1639.4
4,19:20:08,761.4
5,19:20:08,114.2
1,19:20:09,70.6
2,19:20:09,2451.2
3,19:20:09,2956.6
4,19:20:09,2290.4
5,19:20:09,2729.2
1,19:20:10,2058.6
2,19:20:10,2830.8
3,19:20:10,2414.2
4,19:20:10,1719.2
5,19:20:10,2286.4
1,19:20:11,2682.4
2,19:20:11,1656.8
3,19:20:11,628.4
4,19:20:11,157.2
5,19:20:11,446.6
1,19:20:12,2688.2
2,19:20:12,1825.8
3,19:20:12,106.2
4,19:20:12,1280.2
5,19:20:12,532.2
1,19:20:13,2612.4
2,19:20:13,1091.8
3,19:20:13,2381.4
4,19:20:13,582.4
5,19:20:13,1652
1,19:20:14,2506.4
2,19:20:14,2316.4
3,19:20:14,1228.4
4,19:20:14,2909
5,19:20:14,2350.8
1,19:20:15,1993.8
2,19:20:15,204.2
3,19:20:15,787.8
4,19:20:15,1339.8
5,19:20:15,1656.6
1,19:20:16,2615.4
2,19:20:16,17
3,19:20:16,1151.2
4,19:20:16,2721.8
5,19:20:16,841
1,19:20:17,2422.6
2,19:20:17,2056.4
3,19:20:17,1387.8
4,19:20:17,292.2
5,19:20:17,705.6
1,19:20:18,2422.6
2,19:20:18,136
3,19:20:18,2390.8
4,19:20:18,753.2
5,19:20:18,2327.6
1,19:20:19,985.4
2,19:20:19,1939
3,19:20:19,2683
4,19:20:19,838.6
5,19:20:19,1729.8
1,19:20:20,1272.2
2,19:20:20,999.2
3,19:20:20,150.6
4,19:20:20,872.6
5,19:20:20,2124.8
1,19:20:21,2128
2,19:20:21,1099.4
3,19:20:21,2951.8
4,19:20:21,2154.6
5,19:20:21,1896.8
1,19:20:22,2219
2,19:20:22,2885.8
3,19:20:22,403.8
4,19:20:22,1528.6
5,19:20:22,2156.8
1,19:20:23,2867.2
2,19:20:23,1291.8
3,19:20:23,691.4
4,19:20:23,2322.8
5,19:20:23,152.6
1,19:20:24,103.8
2,19:20:24,533.2
3,19:20:24,2153.2
4,19:20:24,1809.6
5,19:20:24,444
1,19:20:25,1590
2,19:20:25,359.2
3,19:20:25,2409.2
4,19:20:25,1060
5,19:20:25,1554.8
1,19:20:26,1265.6
2,19:20:26,2019.8
3,19:20:26,297.6
4,19:20:26,520.4
5,19:20:26,1945.6
1,19:20:27,515.6
2,19:20:27,593
3,19:20:27,451.6
4,19:20:27,69.8
5,19:20:27,1168.8
1,19:20:28,2130.8
2,19:20:28,1773.8
3,19:20:28,2045.4
4,19:20:28,1858.6
5,19:20:28,990.4
1,19:20:29,238.8
2,19:20:29,1023
3,19:20:29,2296
4,19:20:29,1765.4
5,19:20:29,1721.6
1,19:20:30,1455.4
2,19:20:30,1399.6
3,19:20:30,2802
4,19:20:30,1512.2
5,19:20:30,1912.6
1,19:20:31,523.4
2,19:20:31,211.8
3,19:20:31,224.2
4,19:20:31,1069
5,19:20:31,1267.4
1,19:20:32,66
2,19:20:32,1459.4
3,19:20:32,1976.2
4,19:20:32,1972.8
5,19:20:32,131.8
1,19:20:33,987
2,19:20:33,107.4
3,19:20:33,1446.2
4,19:20:33,1457
5,19:20:33,1155
1,19:20:34,1650.4
2,19:20:34,1777
3,19:20:34,2247.4
4,19:20:34,372
5,19:20:34,704.4
